pheno	pid	chromosome	block	UKBB_nCS	GLGC_nCS	UKBB_in_GLGC	GLGC_in_UKBB
LDL	EAS	16	76	0	0	0	0
LDL	EAS	16	80	0	0	0	0
LDL	EAS	16	85	0	0	0	0
LDL	EAS	16	88	0	0	0	0
LDL	EAS	16	89	0	3	0	0
LDL	EAS	16	90	0	0	0	0
LDL	EAS	16	94	0	0	0	0
LDL	EAS	16	96	0	0	0	0
LDL	EAS	16	99	0	0	0	0
LDL	EAS	16	100	0	0	0	0
LDL	EAS	16	101	0	0	0	0
LDL	EAS	16	103	0	0	0	0
LDL	EAS	16	104	0	0	0	0
LDL	EAS	16	110	0	1	0	0
LDL	EAS	16	119	0	0	0	0
LDL	EAS	16	120	0	0	0	0
LDL	EAS	16	125	0	0	0	0
LDL	EAS	16	126	1	0	0	0
LDL	EAS	16	127	0	0	0	0
LDL	EAS	16	128	0	0	0	0
LDL	EAS	17	9	0	0	0	0
LDL	EAS	17	14	0	0	0	0
LDL	EAS	17	16	0	0	0	0
LDL	EAS	17	17	0	0	0	0
LDL	EAS	17	22	0	0	0	0
LDL	EAS	17	23	0	0	0	0
LDL	EAS	17	24	0	0	0	0
LDL	EAS	17	25	0	0	0	0
LDL	EAS	17	28	0	0	0	0
LDL	EAS	17	30	0	0	0	0
LDL	EAS	17	51	0	0	0	0
LDL	EAS	17	54	0	0	0	0
LDL	EAS	17	55	0	1	0	0
LDL	EAS	17	65	0	0	0	0
LDL	EAS	17	70	0	0	0	0
LDL	EAS	17	71	0	0	0	0
LDL	EAS	17	73	0	0	0	0
LDL	EAS	17	74	0	0	0	0
LDL	EAS	17	75	0	1	0	0
LDL	EAS	17	80	0	0	0	0
LDL	EAS	17	84	0	0	0	0
LDL	EAS	17	87	0	0	0	0
LDL	EAS	17	90	0	0	0	0
LDL	EAS	17	94	0	0	0	0
LDL	EAS	17	97	0	0	0	0
LDL	EAS	17	98	0	0	0	0
LDL	EAS	17	100	0	0	0	0
LDL	EAS	17	101	0	0	0	0
LDL	EAS	17	102	0	1	0	0
LDL	EAS	17	103	0	0	0	0
LDL	EAS	17	104	0	0	0	0
LDL	EAS	17	105	0	0	0	0
LDL	EAS	17	117	0	0	0	0
LDL	EAS	17	118	0	0	0	0
LDL	EAS	17	121	0	0	0	0
LDL	EAS	17	123	0	0	0	0
LDL	EAS	17	125	0	0	0	0
LDL	EAS	17	130	0	0	0	0
LDL	EAS	17	133	0	0	0	0
LDL	EAS	17	134	0	0	0	0
LDL	EAS	18	31	0	0	0	0
LDL	EAS	18	41	0	0	0	0
LDL	EAS	18	61	0	0	0	0
LDL	EAS	18	69	0	0	0	0
LDL	EAS	18	77	0	0	0	0
LDL	EAS	18	88	0	0	0	0
LDL	EAS	18	98	0	0	0	0
LDL	EAS	18	119	0	0	0	0
LDL	EAS	18	120	0	0	0	0
LDL	EAS	19	6	0	0	0	0
LDL	EAS	19	12	0	0	0	0
LDL	EAS	19	15	0	0	0	0
LDL	EAS	19	16	0	0	0	0
LDL	EAS	19	20	0	0	0	0
LDL	EAS	19	21	0	0	0	0
LDL	EAS	19	22	0	0	0	0
LDL	EAS	19	25	0	0	0	0
LDL	EAS	19	32	0	0	0	0
LDL	EAS	19	33	0	0	0	0
LDL	EAS	19	35	0	0	0	0
LDL	EAS	19	36	0	0	0	0
LDL	EAS	19	37	0	2	0	0
LDL	EAS	19	38	0	1	0	0
LDL	EAS	19	39	0	0	0	0
LDL	EAS	19	40	0	0	0	0
LDL	EAS	19	42	0	0	0	0
LDL	EAS	19	46	0	0	0	0
LDL	EAS	19	49	0	0	0	0
LDL	EAS	19	51	0	0	0	0
